ADM0_NAME,ADM1_NAME,ADM2_NAME,Income_Category,Income_SubCategory,Income_Month,Income_Year,IncomeValue,Indicator_Type,Income_DataSource
Armenia,Tavush,,Labor - Daily/Unskilled - Mixed,0,8,2009,5.304097482,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Labor - Salary/Regular,0,8,2009,29.91508779,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Non-Wage - Pension/Benefit,0,8,2009,35.51756693,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Non-Wage - Remittance/Fam. Aid,0,8,2009,5.753733824,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Tavush,,Other,0,8,2009,0.634132807,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Agro - Food&Cash Crop,0,8,2009,15.83818286,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Commerce - Business/Trading,0,8,2009,4.328242883,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Artisan/Skilled,0,8,2009,11.76610753,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Daily/Unskilled - Mixed,0,8,2009,2.242742089,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Labor - Salary/Regular,0,8,2009,35.29762616,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Non-Wage - Pension/Benefit,0,8,2009,24.54548513,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Vayots Dzor,,Non-Wage - Remittance/Fam. Aid,0,8,2009,5.981613353,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Agro - Food&Cash Crop,0,8,2009,0.278955303,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Asset Sales/Savings/Credit,0,8,2009,4.613884206,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Commerce - Business/Trading,0,8,2009,5.140552872,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Artisan/Skilled,0,8,2009,5.508396727,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Daily/Unskilled - Mixed,0,8,2009,3.932540014,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Labor - Salary/Regular,0,8,2009,52.1441707,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Non-Wage - Pension/Benefit,0,8,2009,20.94825047,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Non-Wage - Remittance/Fam. Aid,0,8,2009,6.184057768,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,Yerevan,,Other,0,8,2009,1.249191949,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Agro - Food&Cash Crop,0,8,2009,11.36626007,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Asset Sales/Savings/Credit,0,8,2009,5.618917602,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Commerce - Business/Trading,0,8,2009,4.275040374,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Artisan/Skilled,0,8,2009,5.513385914,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Daily/Unskilled - Mixed,0,8,2009,4.834553507,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Labor - Salary/Regular,0,8,2009,35.9759356,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Non-Wage - Pension/Benefit,0,8,2009,22.16015549,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Non-Wage - Remittance/Fam. Aid,0,8,2009,9.40222625,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Armenia,,,Other,0,8,2009,0.853525184,Baseline,"WFP VAM Impact of the Global Financial Crisis on Households, 2010"
Bangladesh,Barisal,,Agro - Fishing,,1,2009,4.052107544,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Agro - Food&Cash Crop,,1,2009,18.4657667,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Business/Trading,,1,2009,2.625451588,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Petty Trade,,1,2009,13.52880438,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Commerce - Self-Employment,,1,2009,4.63003886,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Daily/Unskilled - Agro,,1,2009,18.28899628,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Daily/Unskilled - NonAgro,,1,2009,13.39682314,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Salary/Regular,,1,2009,15.0579402,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Labor - Wage/Semi-skilled,,1,2009,1.439414443,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Non-Wage - Remittance/Fam. Aid,,1,2009,3.212652899,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Barisal,,Other,,1,2009,5.30200397,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Agro - Fishing,,1,2009,1.171205575,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Agro - Food&Cash Crop,,1,2009,12.48770142,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Business/Trading,,1,2009,3.487179148,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Petty Trade,,1,2009,15.05944048,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Commerce - Self-Employment,,1,2009,3.14666173,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Daily/Unskilled - Agro,,1,2009,12.10866601,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Daily/Unskilled - NonAgro,,1,2009,16.66844001,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Salary/Regular,,1,2009,11.15419549,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Labor - Wage/Semi-skilled,,1,2009,2.242149865,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Non-Wage - Remittance/Fam. Aid,,1,2009,18.81816967,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Chittagong,,Other,,1,2009,3.656190596,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Agro - Fishing,,1,2009,1.328586634,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Agro - Food&Cash Crop,,1,2009,19.23854058,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Business/Trading,,1,2009,3.598845961,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Petty Trade,,1,2009,14.38219766,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Commerce - Self-Employment,,1,2009,3.764540198,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Daily/Unskilled - Agro,,1,2009,11.53132489,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Daily/Unskilled - NonAgro,,1,2009,14.19234999,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Salary/Regular,,1,2009,16.16579309,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Labor - Wage/Semi-skilled,,1,2009,4.251666155,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Non-Wage - Remittance/Fam. Aid,,1,2009,6.923467089,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Dhaka,,Other,,1,2009,4.622687756,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Agro - Fishing,,1,2009,3.87451616,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Agro - Food&Cash Crop,,1,2009,21.67192127,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Business/Trading,,1,2009,2.773050804,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Petty Trade,,1,2009,17.55018005,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Commerce - Self-Employment,,1,2009,5.468882141,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Daily/Unskilled - Agro,,1,2009,17.85665208,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Daily/Unskilled - NonAgro,,1,2009,11.87518641,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Salary/Regular,,1,2009,10.18340563,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Labor - Wage/Semi-skilled,,1,2009,2.123553998,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Non-Wage - Remittance/Fam. Aid,,1,2009,2.512748799,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Khulna,,Other,,1,2009,4.109902657,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Agro - Fishing,,1,2009,0.482113054,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Agro - Food&Cash Crop,,1,2009,29.39203039,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Business/Trading,,1,2009,2.741875991,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Petty Trade,,1,2009,13.8559356,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Commerce - Self-Employment,,1,2009,4.989147671,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Daily/Unskilled - Agro,,1,2009,17.69068576,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Daily/Unskilled - NonAgro,,1,2009,12.13340733,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Salary/Regular,,1,2009,10.07636369,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Labor - Wage/Semi-skilled,,1,2009,3.189267995,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Non-Wage - Remittance/Fam. Aid,,1,2009,1.736647903,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Rajshahi,,Other,,1,2009,3.712524611,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Agro - Fishing,,1,2009,1.716029405,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Agro - Food&Cash Crop,,1,2009,17.73977055,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Business/Trading,,1,2009,4.485306012,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Petty Trade,,1,2009,12.24409054,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Commerce - Self-Employment,,1,2009,2.498883157,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Daily/Unskilled - Agro,,1,2009,17.42530354,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Daily/Unskilled - NonAgro,,1,2009,17.39590624,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Salary/Regular,,1,2009,8.676890223,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Labor - Wage/Semi-skilled,,1,2009,0.555069433,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Non-Wage - Remittance/Fam. Aid,,1,2009,13.90912919,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,Sylhet,,Other,,1,2009,3.353621711,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Agro - Fishing,,1,2009,1.600649247,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Agro - Food&Cash Crop,,1,2009,20.81137976,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Business/Trading,,1,2009,3.246044777,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Petty Trade,,1,2009,14.58875048,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Commerce - Self-Employment,,1,2009,4.163273835,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
Bangladesh,,,Labor - Daily/Unskilled - Agro,,1,2009,14.80601644,Baseline,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009"
